YEAR,GEO,FUEL,SUPPLY
2014,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Pipelines
2015,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Pipelines
2016,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Pipelines
1999,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2000,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2001,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2002,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2003,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2004,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2005,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2006,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2007,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2008,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2009,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2010,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2011,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2012,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2013,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2014,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2015,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
2016,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Road transport and urban transit
1999,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2000,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2001,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2002,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2003,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2004,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2005,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2006,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2007,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2008,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2009,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2010,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2011,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2012,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2013,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2014,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2015,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
2016,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Retail pump sales
1995,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
1996,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
1997,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
1998,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
1999,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2000,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2001,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2002,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2003,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2004,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2005,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2006,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2007,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2008,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2009,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2010,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2011,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2012,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2013,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2014,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2015,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
2016,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Agriculture
1995,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
1996,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
1997,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
1998,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
1999,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2000,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2001,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2002,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2003,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2004,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2005,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2006,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2007,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2008,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2009,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2010,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2011,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2012,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2013,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2014,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2015,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
2016,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Residential
1995,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
1996,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
1997,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
1998,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
1999,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2000,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2001,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2002,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2003,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2004,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2005,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2006,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2007,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2008,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2009,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2010,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2011,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2012,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2013,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2014,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2015,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
2016,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Public administration
1995,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Commercial and other institutional
1996,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Commercial and other institutional
1997,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Commercial and other institutional
1998,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Commercial and other institutional
1999,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Commercial and other institutional
2000,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Commercial and other institutional
2001,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Commercial and other institutional
2002,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Commercial and other institutional
2003,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Commercial and other institutional
2004,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Commercial and other institutional
2005,"Yukon, Northwest Territories and Nunavut",refined petroleum products,Commercial and other institutional
